x, y
2.1492537313432836, 0.5945945945945947
6.208955223880597, 0.8378378378378368
9.91044776119403, 1.3243243243243246
13.970149253731343, 1.486486486486486
18.029850746268657, 1.6486486486486474
22.44776119402985, 1.972972972972972
27.940298507462686, 2.0540540540540535
32.11940298507463, 2.216216216216216
37.61194029850746, 2.5405405405405403
42.26865671641791, 2.5405405405405403
46.44776119402985, 2.621621621621621
51.1044776119403, 2.7027027027027026
56.23880597014925, 2.7027027027027026
61.492537313432834, 2.621621621621621
66.74626865671641, 2.621621621621621
72.23880597014926, 2.621621621621621
77.49253731343283, 2.621621621621621
82.6268656716418, 2.621621621621621
87.28358208955224, 2.621621621621621
90.38805970149254, 2.7027027027027026
